permit_number,StreetName,Cross Street 1,Cross Street 2,Utility Contractor,Permit Reason,Utility Type,Effective Date,Expiration Date,Status,cnn
18EXC-2242,BADEN ST,JOOST AVE,MANGELS AVE,"Con-Quest Contractors, Inc.",Reconstruct Pavement,Bulb Out:Catch Basin:Water Service:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,06/01/2018 12:00:00 AM,07/31/2018 12:00:00 AM,APPROVED,2598000
18EXC-2360,GEARY BLVD,44TH AVE,45TH AVE,Pacific Gas & Electric,Install Cathodic Protection,Gas,06/11/2018 12:00:00 AM,07/09/2018 12:00:00 AM,APPROVED,6101000
18EXC-2406,WEBSTER ST,GERMANIA ST,WALLER ST,Hernandez Engineering,Install New Curb Ramp,Pavement Preservation:Water Service:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,05/16/2018 12:00:00 AM,06/29/2018 12:00:00 AM,APPROVED,13521000
18EXC-1790,HAROLD AVE,GRAFTON AVE,HOLLOWAY AVE,Pacific Gas & Electric,Replace Service,Gas,05/29/2018 12:00:00 AM,06/26/2018 12:00:00 AM,APPROVED,6694000
18EXC-2406,LAGUNA ST,HERMANN ST,WALLER ST,Hernandez Engineering,Install New Curb Ramp,Pavement Preservation:Water Service:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,05/16/2018 12:00:00 AM,06/29/2018 12:00:00 AM,APPROVED,7940000
18EXC-2325,FOLSOM ST,HAWTHORNE ST,03RD ST,Pacific Gas & Electric,Repair Conduit,Electric,06/04/2018 12:00:00 AM,07/03/2018 12:00:00 AM,APPROVED,5661000
18EXC-2096,HAROLD AVE,GRAFTON AVE,HOLLOWAY AVE,Pacific Gas & Electric,Replace Service,Gas,06/06/2018 12:00:00 AM,07/04/2018 12:00:00 AM,APPROVED,6694000
18EXC-2242,MANGELS AVE,NORDHOFF ST,,"Con-Quest Contractors, Inc.",Reconstruct Pavement,Bulb Out:Catch Basin:Water Service:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,06/01/2018 12:00:00 AM,07/31/2018 12:00:00 AM,APPROVED,22269000
18EXC-1886,MORAGA ST,23RD AVE,24TH AVE,Pacific Gas & Electric,Replace Main,Gas,05/02/2018 12:00:00 AM,07/13/2018 12:00:00 AM,ACTIVE,9348000
18EXC-2242,MONTEREY BLVD,MIRAMAR AVE \ PLYMOUTH AVE,FAXON AVE,"Con-Quest Contractors, Inc.",Reconstruct Pavement,Bulb Out:Catch Basin:Water Service:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,06/01/2018 12:00:00 AM,07/31/2018 12:00:00 AM,APPROVED,9284102
18EXC-2406,PIERCE ST,WALLER ST,,Hernandez Engineering,Install New Curb Ramp,Pavement Preservation:Water Service:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,05/16/2018 12:00:00 AM,06/29/2018 12:00:00 AM,APPROVED,25996000
18EXC-2242,ELIZABETH ST,HOFFMAN AVE,GRAND VIEW AVE,"Con-Quest Contractors, Inc.",Reconstruct Pavement,Bulb Out:Catch Basin:Water Service:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,06/01/2018 12:00:00 AM,07/31/2018 12:00:00 AM,APPROVED,5151000
18EXC-2002,RUSSIA AVE,VIENNA ST,,Hernandez Engineering,Replace Main,Pavement Preservation:Water Service:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,05/10/2018 12:00:00 AM,07/13/2018 12:00:00 AM,ACTIVE,21710000
18EXC-1886,23RD AVE,ORTEGA ST,,Pacific Gas & Electric,Replace Main,Gas,05/02/2018 12:00:00 AM,07/13/2018 12:00:00 AM,ACTIVE,27379000
18EXC-2063,02ND ST,FEDERAL ST,SOUTH PARK,Pacific Gas & Electric,Replace Main,Gas,06/11/2018 12:00:00 AM,07/09/2018 12:00:00 AM,APPROVED,144000
18EXC-2355,HAROLD AVE,GRAFTON AVE,HOLLOWAY AVE,Pacific Gas & Electric,Replace Service,Gas,05/31/2018 12:00:00 AM,06/28/2018 12:00:00 AM,APPROVED,6694000
18EXC-1886,24TH AVE,NORIEGA ST,ORTEGA ST,Pacific Gas & Electric,Replace Main,Gas,05/02/2018 12:00:00 AM,07/13/2018 12:00:00 AM,ACTIVE,1304000
18EXC-2228,VALENCIA ST,BROSNAN ST,14TH ST,Bay Area Lightworks,Install New Curb Ramp,Curb Ramp:Sewer,06/05/2018 12:00:00 AM,09/28/2018 12:00:00 AM,APPROVED,13056000
18EXC-2254,CLIPPER ST,SANCHEZ ST,NOE ST,Pacific Gas & Electric,Replace Service,Gas,05/13/2018 12:00:00 AM,06/11/2018 12:00:00 AM,APPROVED,4213000
18EXC-2002,RUSSIA AVE,MOSCOW ST,MUNICH ST,Hernandez Engineering,Replace Main,Pavement Preservation:Water Service:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,05/10/2018 12:00:00 AM,07/13/2018 12:00:00 AM,ACTIVE,11197000
18EXC-2242,22ND ST,HOFFMAN AVE,,"Con-Quest Contractors, Inc.",Reconstruct Pavement,Bulb Out:Catch Basin:Water Service:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,06/01/2018 12:00:00 AM,07/31/2018 12:00:00 AM,APPROVED,26099000
18EXC-2242,GRAND VIEW AVE,HOFFMAN AVE,,"Con-Quest Contractors, Inc.",Reconstruct Pavement,Bulb Out:Catch Basin:Water Service:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,06/01/2018 12:00:00 AM,07/31/2018 12:00:00 AM,APPROVED,26101000
18EXC-2406,OCTAVIA ST,WALLER ST,,Hernandez Engineering,Install New Curb Ramp,Pavement Preservation:Water Service:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,05/16/2018 12:00:00 AM,06/29/2018 12:00:00 AM,APPROVED,25858000
18EXC-2242,MONTEREY BLVD,SAINT ELMO WAY,EL VERANO WAY \ NORTHGATE DR \ SAN FELIPE AVE,"Con-Quest Contractors, Inc.",Reconstruct Pavement,Bulb Out:Catch Basin:Water Service:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,06/01/2018 12:00:00 AM,07/31/2018 12:00:00 AM,APPROVED,9285201
18EXC-1441,MISSION ST,ECKER ST,SHAW ALY,Pacific Gas & Electric,Relocate Service,Electric,06/04/2018 12:00:00 AM,07/02/2018 12:00:00 AM,APPROVED,9089000
18EXC-1590,SANTA CLARA AVE,PORTOLA DR \ VICENTE ST,SANTA MONICA WAY \ YERBA BUENA AVE,CF Contracting,Install New Curb Ramp,Bulb Out:Catch Basin:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,05/14/2018 12:00:00 AM,12/08/2018 12:00:00 AM,APPROVED,11568000
18EXC-2242,FOERSTER ST,MANGELS AVE,MELROSE AVE,"Con-Quest Contractors, Inc.",Reconstruct Pavement,Bulb Out:Catch Basin:Water Service:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,06/01/2018 12:00:00 AM,07/31/2018 12:00:00 AM,APPROVED,5644000
18EXC-1590,09TH AVE,PACHECO ST,ALTON AVE,CF Contracting,Install New Curb Ramp,Bulb Out:Catch Basin:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,05/14/2018 12:00:00 AM,12/08/2018 12:00:00 AM,APPROVED,439000
18EXC-2406,LAUSSAT ST,WEBSTER ST,,Hernandez Engineering,Install New Curb Ramp,Pavement Preservation:Water Service:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,05/16/2018 12:00:00 AM,06/29/2018 12:00:00 AM,APPROVED,25896000
18EXC-2406,WALLER ST,SCOTT ST,CASTRO ST \ DIVISADERO ST,Hernandez Engineering,Install New Curb Ramp,Pavement Preservation:Water Service:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,05/16/2018 12:00:00 AM,06/29/2018 12:00:00 AM,APPROVED,13367000
18EXC-1524,WEST PORTAL AVE,ULLOA ST,VICENTE ST,Shimmick/ Con-Quest JV,Place Conduit,Street / Roadway:Sidewalk/Curb:Traffic Signal,05/14/2018 12:00:00 AM,11/17/2018 12:00:00 AM,ACTIVE,13577201
14EXC-0431,05TH ST,WELSH ST,BRANNAN ST,Tutor Perini Corporation,Other,Other,01/22/2014 12:00:00 AM,12/31/2018 12:00:00 AM,APPROVED,305000
18EXC-2138,MASON ST,PACIFIC AVE,BROADWAY,San Francisco Water Department,Install New Service,Water Service,05/07/2018 12:00:00 AM,06/20/2018 12:00:00 AM,ACTIVE,8821000
18EXC-2242,CLIPPER ST,CLIPPER TER \ GRAND VIEW AVE,HIGH ST,"Con-Quest Contractors, Inc.",Reconstruct Pavement,Bulb Out:Catch Basin:Water Service:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,06/01/2018 12:00:00 AM,07/31/2018 12:00:00 AM,APPROVED,4218000
18EXC-2228,CLINTON PARK,VALENCIA ST,,Bay Area Lightworks,Install New Curb Ramp,Curb Ramp:Sewer,06/05/2018 12:00:00 AM,09/28/2018 12:00:00 AM,APPROVED,24402000
18EXC-2153,LAKE ST,09TH AVE,10TH AVE,San Francisco Water Department,Install New Service,Water Service,05/08/2018 12:00:00 AM,06/21/2018 12:00:00 AM,ACTIVE,8017000
18EXC-2002,RUSSIA AVE,PRAGUE ST,DUBLIN ST,Hernandez Engineering,Replace Main,Pavement Preservation:Water Service:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,05/10/2018 12:00:00 AM,07/13/2018 12:00:00 AM,ACTIVE,11199000
18EXC-2242,HAZELWOOD AVE,JOOST AVE,MANGELS AVE,"Con-Quest Contractors, Inc.",Reconstruct Pavement,Bulb Out:Catch Basin:Water Service:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,06/01/2018 12:00:00 AM,07/31/2018 12:00:00 AM,APPROVED,6842000
18EXC-2242,CONRAD ST,DIAMOND ST,ARBOR ST,"Con-Quest Contractors, Inc.",Reconstruct Pavement,Bulb Out:Catch Basin:Water Service:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,06/01/2018 12:00:00 AM,07/31/2018 12:00:00 AM,APPROVED,4353000
18EXC-2242,DIAMOND ST,CONRAD ST,MORELAND ST,"Con-Quest Contractors, Inc.",Reconstruct Pavement,Bulb Out:Catch Basin:Water Service:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,06/01/2018 12:00:00 AM,07/31/2018 12:00:00 AM,APPROVED,4761000
18EXC-2360,45TH AVE,GEARY BLVD,,Pacific Gas & Electric,Install Cathodic Protection,Gas,06/11/2018 12:00:00 AM,07/09/2018 12:00:00 AM,APPROVED,27988000
18EXC-2406,LAGUNA ST,WALLER ST,,Hernandez Engineering,Install New Curb Ramp,Pavement Preservation:Water Service:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,05/16/2018 12:00:00 AM,06/29/2018 12:00:00 AM,APPROVED,25868000
18EXC-1886,23RD AVE,NORIEGA ST,,Pacific Gas & Electric,Replace Main,Gas,05/02/2018 12:00:00 AM,07/13/2018 12:00:00 AM,ACTIVE,27381000
18EXC-2406,POTOMAC ST,WALLER ST,,Hernandez Engineering,Install New Curb Ramp,Pavement Preservation:Water Service:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,05/16/2018 12:00:00 AM,06/29/2018 12:00:00 AM,APPROVED,25990000
18EXC-2321,VALENCIA ST,24TH ST,25TH ST,Pacific Gas & Electric,Repair Conduit,Electric,05/15/2018 12:00:00 AM,06/12/2018 12:00:00 AM,APPROVED,13073000
18EXC-2406,STEINER ST,LAUSSAT ST,HAIGHT ST,Hernandez Engineering,Install New Curb Ramp,Pavement Preservation:Water Service:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,05/16/2018 12:00:00 AM,06/29/2018 12:00:00 AM,APPROVED,12120000
18EXC-2242,CONGO ST,MANGELS AVE,,"Con-Quest Contractors, Inc.",Reconstruct Pavement,Bulb Out:Catch Basin:Water Service:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,06/01/2018 12:00:00 AM,07/31/2018 12:00:00 AM,APPROVED,22272000
18EXC-1886,23RD AVE,NORIEGA ST,ORTEGA ST,Pacific Gas & Electric,Replace Main,Gas,05/02/2018 12:00:00 AM,07/13/2018 12:00:00 AM,ACTIVE,1224000
18EXC-2406,PIERCE ST,END,WALLER ST,Hernandez Engineering,Install New Curb Ramp,Pavement Preservation:Water Service:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,05/16/2018 12:00:00 AM,06/29/2018 12:00:00 AM,APPROVED,10417000
18EXC-2002,RUSSIA AVE,MUNICH ST,PRAGUE ST,Hernandez Engineering,Replace Main,Pavement Preservation:Water Service:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,05/10/2018 12:00:00 AM,07/13/2018 12:00:00 AM,ACTIVE,11198000
18EXC-2406,BUCHANAN ST,HERMANN ST,WALLER ST,Hernandez Engineering,Install New Curb Ramp,Pavement Preservation:Water Service:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,05/16/2018 12:00:00 AM,06/29/2018 12:00:00 AM,APPROVED,3322000
18EXC-2002,EDINBURGH ST,RUSSIA AVE,,Hernandez Engineering,Replace Main,Pavement Preservation:Water Service:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,05/10/2018 12:00:00 AM,07/13/2018 12:00:00 AM,ACTIVE,21712000
18EXC-2156,07TH ST,BERRY ST,CHANNEL ST,Pacific Gas & Electric,Place Conduit,Electric,05/28/2018 12:00:00 AM,06/25/2018 12:00:00 AM,APPROVED,379000
18EXC-2304,SUTTER ST,CLAUDE LN,GRANT AVE,CableCom,Install New Service,Cable TV,05/16/2018 12:00:00 AM,06/13/2018 12:00:00 AM,APPROVED,12320000
18EXC-1783,HAROLD AVE,GRAFTON AVE,HOLLOWAY AVE,Pacific Gas & Electric,Replace Service,Gas,05/21/2018 12:00:00 AM,06/18/2018 12:00:00 AM,APPROVED,6694000
18EXC-1524,14TH AVE,WAWONA ST,WEST PORTAL AVE,Shimmick/ Con-Quest JV,Place Conduit,Street / Roadway:Sidewalk/Curb:Traffic Signal,05/14/2018 12:00:00 AM,11/17/2018 12:00:00 AM,ACTIVE,576000
18EXC-2242,DIAMOND HEIGHTS BLVD,BERKELEY WAY,DIAMOND ST,"Con-Quest Contractors, Inc.",Reconstruct Pavement,Bulb Out:Catch Basin:Water Service:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,06/01/2018 12:00:00 AM,07/31/2018 12:00:00 AM,APPROVED,4781101
18EXC-2242,MANGELS AVE,BADEN ST,NORDHOFF ST,"Con-Quest Contractors, Inc.",Reconstruct Pavement,Bulb Out:Catch Basin:Water Service:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,06/01/2018 12:00:00 AM,07/31/2018 12:00:00 AM,APPROVED,8648000
18EXC-2002,RUSSIA AVE,PARIS ST,LISBON ST,Hernandez Engineering,Replace Main,Pavement Preservation:Water Service:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,05/10/2018 12:00:00 AM,07/13/2018 12:00:00 AM,ACTIVE,11190000
14EXC-0535,OFARRELL ST,GRANT AVE \ MARKET ST,SECURITY PACIFIC PL,Tutor Perini Corporation,Other,Other,01/27/2014 12:00:00 AM,12/31/2018 12:00:00 AM,APPROVED,9720000
18EXC-1524,VICENTE ST,WEST PORTAL AVE,WAWONA ST,Shimmick/ Con-Quest JV,Place Conduit,Street / Roadway:Sidewalk/Curb:Traffic Signal,05/14/2018 12:00:00 AM,11/17/2018 12:00:00 AM,ACTIVE,13236000
18EXC-2360,45TH AVE,GEARY BLVD,ANZA ST,Pacific Gas & Electric,Install Cathodic Protection,Gas,06/11/2018 12:00:00 AM,07/09/2018 12:00:00 AM,APPROVED,1994000
18EXC-1886,ORTEGA ST,24TH AVE,25TH AVE,Pacific Gas & Electric,Replace Main,Gas,05/02/2018 12:00:00 AM,07/13/2018 12:00:00 AM,ACTIVE,10012000
18EXC-2406,WALLER ST,ALPINE TER,BRODERICK ST,Hernandez Engineering,Install New Curb Ramp,Pavement Preservation:Water Service:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,05/16/2018 12:00:00 AM,06/29/2018 12:00:00 AM,APPROVED,13369000
18EXC-2002,DUBLIN ST,RUSSIA AVE,,Hernandez Engineering,Replace Main,Pavement Preservation:Water Service:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,05/10/2018 12:00:00 AM,07/13/2018 12:00:00 AM,ACTIVE,21622000
18EXC-1524,VICENTE ST,PORTOLA DR \ SANTA CLARA AVE,WEST PORTAL AVE,Shimmick/ Con-Quest JV,Place Conduit,Street / Roadway:Sidewalk/Curb:Traffic Signal,05/14/2018 12:00:00 AM,11/17/2018 12:00:00 AM,ACTIVE,13235000
18EXC-2406,CARMELITA ST,WALLER ST,,Hernandez Engineering,Install New Curb Ramp,Pavement Preservation:Water Service:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,05/16/2018 12:00:00 AM,06/29/2018 12:00:00 AM,APPROVED,25998000
18EXC-2242,MANGELS AVE,NORDHOFF ST,CONGO ST,"Con-Quest Contractors, Inc.",Reconstruct Pavement,Bulb Out:Catch Basin:Water Service:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,06/01/2018 12:00:00 AM,07/31/2018 12:00:00 AM,APPROVED,8649000
14EXC-0431,04TH ST,STILLMAN ST,,Tutor Perini Corporation,Other,Other,01/22/2014 12:00:00 AM,12/31/2018 12:00:00 AM,APPROVED,28064000
18EXC-2406,WALLER ST,CASTRO ST \ DIVISADERO ST,ALPINE TER,Hernandez Engineering,Install New Curb Ramp,Pavement Preservation:Water Service:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,05/16/2018 12:00:00 AM,06/29/2018 12:00:00 AM,APPROVED,13368000
18EXC-2406,BUCHANAN ST,WALLER ST,LAUSSAT ST,Hernandez Engineering,Install New Curb Ramp,Pavement Preservation:Water Service:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,05/16/2018 12:00:00 AM,06/29/2018 12:00:00 AM,APPROVED,3323000
18EXC-2148,GREEN ST,BRODERICK ST,BAKER ST,Pacific Gas & Electric,Replace/Repair Box,Electric,06/04/2018 12:00:00 AM,06/24/2018 12:00:00 AM,APPROVED,6480000
18EXC-2242,MANGELS AVE,VALDEZ AVE,,"Con-Quest Contractors, Inc.",Reconstruct Pavement,Bulb Out:Catch Basin:Water Service:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,06/01/2018 12:00:00 AM,07/31/2018 12:00:00 AM,APPROVED,22644000
18EXC-1132,BELVEDERE ST,HAIGHT ST,WALLER ST,Pacific Gas & Electric,Replace/Repair Box,Electric,06/11/2018 12:00:00 AM,07/09/2018 12:00:00 AM,APPROVED,2908000
18EXC-2406,STEINER ST,WALLER ST,LAUSSAT ST,Hernandez Engineering,Install New Curb Ramp,Pavement Preservation:Water Service:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,05/16/2018 12:00:00 AM,06/29/2018 12:00:00 AM,APPROVED,12119000
18EXC-2130,GENEVA AVE,PRAGUE ST,BROOKDALE AVE,Pacific Gas & Electric,Install service,Electric,05/21/2018 12:00:00 AM,06/17/2018 12:00:00 AM,APPROVED,6148101
18EXC-0042,21ST ST,RAYBURN ST,,R & S Construction Management Inc,Install New Curb Ramp,Street / Roadway:Sidewalk/Curb:Curb Ramp,05/21/2018 12:00:00 AM,11/23/2018 12:00:00 AM,APPROVED,25751000
18EXC-2228,BROSNAN ST,VALENCIA ST,GUERRERO ST,Bay Area Lightworks,Install New Curb Ramp,Curb Ramp:Sewer,06/05/2018 12:00:00 AM,09/28/2018 12:00:00 AM,APPROVED,3238000
18EXC-2242,21ST ST,EUREKA ST,,"Con-Quest Contractors, Inc.",Reconstruct Pavement,Bulb Out:Catch Basin:Water Service:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,06/01/2018 12:00:00 AM,07/31/2018 12:00:00 AM,APPROVED,25780000
18EXC-2406,WALLER ST,PIERCE ST,CARMELITA ST,Hernandez Engineering,Install New Curb Ramp,Pavement Preservation:Water Service:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,05/16/2018 12:00:00 AM,06/29/2018 12:00:00 AM,APPROVED,13365000
18EXC-2242,COLON AVE,MANGELS AVE,,"Con-Quest Contractors, Inc.",Reconstruct Pavement,Bulb Out:Catch Basin:Water Service:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,06/01/2018 12:00:00 AM,07/31/2018 12:00:00 AM,APPROVED,22651000
18EXC-0042,SANCHEZ ST,DUNCAN ST,28TH ST,R & S Construction Management Inc,Install New Curb Ramp,Street / Roadway:Sidewalk/Curb:Curb Ramp,05/21/2018 12:00:00 AM,11/23/2018 12:00:00 AM,APPROVED,11536000
18EXC-2290,PINE ST,LARKIN ST,POLK ST,CableCom,Repair / Restore Trench,Cable TV,05/14/2018 12:00:00 AM,06/11/2018 12:00:00 AM,APPROVED,10476000
18EXC-1886,ORTEGA ST,25TH AVE,26TH AVE,Pacific Gas & Electric,Replace Main,Gas,05/02/2018 12:00:00 AM,07/13/2018 12:00:00 AM,ACTIVE,10013000
18EXC-2002,MUNICH ST,RUSSIA AVE,,Hernandez Engineering,Replace Main,Pavement Preservation:Water Service:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,05/10/2018 12:00:00 AM,07/13/2018 12:00:00 AM,ACTIVE,21625000
18EXC-2401,ORTEGA ST,16TH AVE,17TH AVE,Pacific Gas & Electric,Replace Pole,Electric,09/26/2018 12:00:00 AM,10/24/2018 12:00:00 AM,APPROVED,10003000
18EXC-1886,23RD AVE,MORAGA ST,,Pacific Gas & Electric,Replace Main,Gas,05/02/2018 12:00:00 AM,07/13/2018 12:00:00 AM,ACTIVE,27386000
18EXC-2242,MANGELS AVE,DETROIT ST,EDNA ST,"Con-Quest Contractors, Inc.",Reconstruct Pavement,Bulb Out:Catch Basin:Water Service:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,06/01/2018 12:00:00 AM,07/31/2018 12:00:00 AM,APPROVED,8651000
18EXC-1571,HAROLD AVE,GRAFTON AVE,HOLLOWAY AVE,Pacific Gas & Electric,Replace Service,Gas,05/14/2018 12:00:00 AM,06/11/2018 12:00:00 AM,APPROVED,6694000
18EXC-1590,TIFFANY AVE,DUNCAN ST,29TH ST,CF Contracting,Install New Curb Ramp,Bulb Out:Catch Basin:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,05/14/2018 12:00:00 AM,12/08/2018 12:00:00 AM,APPROVED,12611000
18EXC-2002,RUSSIA AVE,ATHENS ST,MOSCOW ST,Hernandez Engineering,Replace Main,Pavement Preservation:Water Service:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,05/10/2018 12:00:00 AM,07/13/2018 12:00:00 AM,ACTIVE,11196000
18EXC-2242,ALVARADO ST,DIXIE ALY \ GRAND VIEW AVE,,"Con-Quest Contractors, Inc.",Reconstruct Pavement,Bulb Out:Catch Basin:Water Service:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,06/01/2018 12:00:00 AM,07/31/2018 12:00:00 AM,APPROVED,26100000
18EXC-2242,COLON AVE,MONTEREY BLVD,MANGELS AVE,"Con-Quest Contractors, Inc.",Reconstruct Pavement,Bulb Out:Catch Basin:Water Service:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,06/01/2018 12:00:00 AM,07/31/2018 12:00:00 AM,APPROVED,4280000
18EXC-0042,HOFFMAN AVE,24TH ST,25TH ST,R & S Construction Management Inc,Install New Curb Ramp,Street / Roadway:Sidewalk/Curb:Curb Ramp,05/21/2018 12:00:00 AM,11/23/2018 12:00:00 AM,APPROVED,6941000
18EXC-1524,LENOX WAY,VERDUN WAY,ULLOA ST,Shimmick/ Con-Quest JV,Place Conduit,Street / Roadway:Sidewalk/Curb:Traffic Signal,05/14/2018 12:00:00 AM,11/17/2018 12:00:00 AM,ACTIVE,8307000
18EXC-2154,FOLSOM ST,01ST ST,ECKER ST,San Francisco Water Department,Install New Service,Water Service,05/21/2018 12:00:00 AM,07/05/2018 12:00:00 AM,ACTIVE,5657000
18EXC-2325,FOLSOM ST,02ND ST,HAWTHORNE ST,Pacific Gas & Electric,Repair Conduit,Electric,06/04/2018 12:00:00 AM,07/03/2018 12:00:00 AM,APPROVED,5660000
18EXC-2242,25TH ST,GRAND VIEW AVE,,"Con-Quest Contractors, Inc.",Reconstruct Pavement,Bulb Out:Catch Basin:Water Service:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,06/01/2018 12:00:00 AM,07/31/2018 12:00:00 AM,APPROVED,22324000
18EXC-0042,28TH ST,SANCHEZ ST,,R & S Construction Management Inc,Install New Curb Ramp,Street / Roadway:Sidewalk/Curb:Curb Ramp,05/21/2018 12:00:00 AM,11/23/2018 12:00:00 AM,APPROVED,21913000
18EXC-2133,OCTAVIA ST,CHESTNUT ST,FRANCISCO ST,San Francisco Water Department,Install New Service,Water Service,05/07/2018 12:00:00 AM,06/20/2018 12:00:00 AM,ACTIVE,9904000
18EXC-1483,TENNESSEE ST,18TH ST,19TH ST,Pacific Gas & Electric,Replace/Repair Box,Electric,06/11/2018 12:00:00 AM,07/08/2018 12:00:00 AM,APPROVED,12483000
18EXC-2228,BAY ST,HYDE ST,LARKIN ST,Bay Area Lightworks,Install New Curb Ramp,Curb Ramp:Sewer,06/05/2018 12:00:00 AM,09/28/2018 12:00:00 AM,APPROVED,2781000
18EXC-2219,WEST PORTAL AVE,14TH AVE,15TH AVE,SBC - Pacific Bell Engineering,Place Conduit,Telephone,05/21/2018 12:00:00 AM,06/18/2018 12:00:00 AM,APPROVED,13579201
18EXC-0042,SHAFTER AVE,KEITH ST,LANE ST,R & S Construction Management Inc,Install New Curb Ramp,Street / Roadway:Sidewalk/Curb:Curb Ramp,05/21/2018 12:00:00 AM,11/23/2018 12:00:00 AM,APPROVED,11786000
18EXC-0042,25TH ST,HOFFMAN AVE,FOUNTAIN ST,R & S Construction Management Inc,Install New Curb Ramp,Street / Roadway:Sidewalk/Curb:Curb Ramp,05/21/2018 12:00:00 AM,11/23/2018 12:00:00 AM,APPROVED,1459000
18EXC-1524,JUNIPERO SERRA BLVD,WOODACRE DR,EUCALYPTUS DR \ OCEAN AVE,Shimmick/ Con-Quest JV,Place Conduit,Street / Roadway:Sidewalk/Curb:Traffic Signal,05/14/2018 12:00:00 AM,11/17/2018 12:00:00 AM,ACTIVE,7706202
18EXC-2242,CLIPPER ST,DOUGLASS ST,CLIPPER TER \ GRAND VIEW AVE,"Con-Quest Contractors, Inc.",Reconstruct Pavement,Bulb Out:Catch Basin:Water Service:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,06/01/2018 12:00:00 AM,07/31/2018 12:00:00 AM,APPROVED,4217000
18EXC-2228,HYDE ST,BAY ST,BERGEN ALY,Bay Area Lightworks,Install New Curb Ramp,Curb Ramp:Sewer,06/05/2018 12:00:00 AM,09/28/2018 12:00:00 AM,APPROVED,7149000
18EXC-0042,INGERSON AVE,JENNINGS ST,03RD ST,R & S Construction Management Inc,Install New Curb Ramp,Street / Roadway:Sidewalk/Curb:Curb Ramp,05/21/2018 12:00:00 AM,11/23/2018 12:00:00 AM,APPROVED,7252000
18EXC-2136,LEVANT ST,STATES ST,VULCAN STWY,San Francisco Water Department,Install New Service,Water Service,05/07/2018 12:00:00 AM,06/20/2018 12:00:00 AM,ACTIVE,8315000
18EXC-2406,WEBSTER ST,LAUSSAT ST,HAIGHT ST,Hernandez Engineering,Install New Curb Ramp,Pavement Preservation:Water Service:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,05/16/2018 12:00:00 AM,06/29/2018 12:00:00 AM,APPROVED,13523000
